score,frequency,class
-4.41366691483996,0.244671806533019,"deleterious"
-4.4034882809885,0.24510369696127,"deleterious"
-4.39330964713704,0.245552208223705,"deleterious"
-4.38313101328557,0.246059082003689,"deleterious"
-4.37295237943411,0.246588337411316,"deleterious"
-4.36277374558265,0.247155256617784,"deleterious"
-4.35259511173118,0.247753944185201,"deleterious"
-4.34241647787972,0.24837316071467,"deleterious"
-4.33223784402826,0.249029855583135,"deleterious"
-4.32205921017679,0.249696395528971,"deleterious"
-4.31188057632533,0.250396810650264,"deleterious"
-4.30170194247387,0.251106235360705,"deleterious"
-4.2915233086224,0.251835565165827,"deleterious"
-4.28134467477094,0.25257647106692,"deleterious"
-4.27116604091948,0.253326990715562,"deleterious"
-4.26098740706801,0.254088095285535,"deleterious"
-4.25080877321655,0.254852262569519,"deleterious"
-4.24063013936509,0.255622367251801,"deleterious"
-4.23045150551362,0.256392135119086,"deleterious"
-4.22027287166216,0.25716089490531,"deleterious"
-4.2100942378107,0.257925504639805,"deleterious"
-4.19991560395923,0.258685710285801,"deleterious"
-4.18973697010777,0.259434705504261,"deleterious"
-4.17955833625631,0.260179338149943,"deleterious"
-4.16937970240484,0.260902606321384,"deleterious"
-4.15920106855338,0.261619376024836,"deleterious"
-4.14902243470192,0.26231266721587,"deleterious"
-4.13884380085045,0.262990993673826,"deleterious"
-4.12866516699899,0.263648990557536,"deleterious"
-4.11848653314753,0.264279737342098,"deleterious"
-4.10830789929607,0.264896365358594,"deleterious"
-4.0981292654446,0.265470849212606,"deleterious"
-4.08795063159314,0.266033553991136,"deleterious"
-4.07777199774167,0.266550318458867,"deleterious"
-4.06759336389021,0.267046066579543,"deleterious"
-4.05741473003875,0.267504910161223,"deleterious"
-4.04723609618728,0.267926196619239,"deleterious"
-4.03705746233582,0.268322189144752,"deleterious"
-4.02687882848436,0.268662023083773,"deleterious"
-4.01670019463289,0.268985730416023,"deleterious"
-4.00652156078143,0.269242454107583,"deleterious"
-3.99634292692997,0.269476310890891,"deleterious"
-3.98616429307851,0.269657239292576,"deleterious"
-3.97598565922704,0.269795532801212,"deleterious"
-3.96580702537558,0.269896978520909,"deleterious"
-3.95562839152411,0.269934534940993,"deleterious"
-3.94544975767265,0.269952627000509,"deleterious"
-3.93527112382119,0.269885314401541,"deleterious"
-3.92509248996973,0.269796680376295,"deleterious"
-3.91491385611826,0.26964072803343,"deleterious"
-3.9047352222668,0.269441500835104,"deleterious"
-3.89455658841533,0.269194491853707,"deleterious"
-3.88437795456387,0.268881344736224,"deleterious"
-3.87419932071241,0.268541178711006,"deleterious"
-3.86402068686095,0.268111322906333,"deleterious"
-3.85384205300948,0.267658918916926,"deleterious"
-3.84366341915802,0.26712739595935,"deleterious"
-3.83348478530656,0.266555467024831,"deleterious"
-3.82330615145509,0.265926368497318,"deleterious"
-3.81312751760363,0.265233408816319,"deleterious"
-3.80294888375216,0.264505882332769,"deleterious"
-3.7927702499007,0.263690909701203,"deleterious"
-3.78259161604924,0.262852677824816,"deleterious"
-3.77241298219778,0.261926959094103,"deleterious"
-3.76223434834631,0.260966241626824,"deleterious"
-3.75205571449485,0.259941361324793,"deleterious"
-3.74187708064338,0.258858415043459,"deleterious"
-3.73169844679192,0.257734725669928,"deleterious"
-3.72151981294046,0.256530308993149,"deleterious"
-3.711341179089,0.255302905283879,"deleterious"
-3.70116254523753,0.253983820615661,"deleterious"
-3.69098391138607,0.252636719539047,"deleterious"
-3.68080527753461,0.251221620472696,"deleterious"
-3.67062664368314,0.249756756577267,"deleterious"
-3.66044800983168,0.248247138429737,"deleterious"
-3.65026937598022,0.246666916856522,"deleterious"
-3.64009074212875,0.245064548042772,"deleterious"
-3.62991210827729,0.243371833291172,"deleterious"
-3.61973347442583,0.241658356116367,"deleterious"
-3.60955484057436,0.239876852687745,"deleterious"
-3.5993762067229,0.23805538915006,"deleterious"
-3.58919757287144,0.236188015170553,"deleterious"
-3.57901893901997,0.234262482112383,"deleterious"
-3.56884030516851,0.232312031413898,"deleterious"
-3.55866167131705,0.230286754925928,"deleterious"
-3.54848303746558,0.228243242477413,"deleterious"
-3.53830440361412,0.226135954909864,"deleterious"
-3.52812576976266,0.223999032403431,"deleterious"
-3.51794713591119,0.221818427348616,"deleterious"
-3.50776850205973,0.219593328448532,"deleterious"
-3.49758986820827,0.217343083367754,"deleterious"
-3.4874112343568,0.21503538009154,"deleterious"
-3.47723260050534,0.212712678548382,"deleterious"
-3.46705396665388,0.210334943182177,"deleterious"
-3.45687533280241,0.207937480848068,"deleterious"
-3.44669669895095,0.205502240402128,"deleterious"
-3.43651806509949,0.20303629842984,"deleterious"
-3.42633943124802,0.200547919019063,"deleterious"
-3.41616079739656,0.198020023002519,"deleterious"
-3.4059821635451,0.195480929179042,"deleterious"
-3.39580352969363,0.192899895026617,"deleterious"
-3.38562489584217,0.190307783859956,"deleterious"
-3.37544626199071,0.187687454835355,"deleterious"
-3.36526762813924,0.185049308948343,"deleterious"
-3.35508899428778,0.182394491655244,"deleterious"
-3.34491036043632,0.179717423649255,"deleterious"
-3.33473172658485,0.177032990794302,"deleterious"
-3.32455309273339,0.174324207545997,"deleterious"
-3.31437445888193,0.171610720377992,"deleterious"
-3.30419582503046,0.168881845422685,"deleterious"
-3.294017191179,0.166146234874858,"deleterious"
-3.28383855732754,0.163402571166537,"deleterious"
-3.27365992347607,0.160652115666444,"deleterious"
-3.26348128962461,0.157898611142434,"deleterious"
-3.25330265577315,0.155140554182584,"deleterious"
-3.24312402192168,0.152382119141725,"deleterious"
-3.23294538807022,0.149623640329682,"deleterious"
-3.22276675421876,0.146867034706204,"deleterious"
-3.21258812036729,0.144113306550916,"deleterious"
-3.20240948651583,0.141365533586564,"deleterious"
-3.19223085266437,0.138621272951014,"deleterious"
-3.1820522188129,0.135889174021867,"deleterious"
-3.17187358496144,0.133160822123202,"deleterious"
-3.16169495110998,0.130449214416868,"deleterious"
-3.15151631725851,0.127745244645572,"deleterious"
-3.14133768340705,0.125056563476196,"deleterious"
-3.13115904955559,0.122383286822504,"deleterious"
-3.12098041570412,0.119721732963925,"deleterious"
-3.11080178185266,0.117085187278538,"deleterious"
-3.1006231480012,0.114456098806718,"deleterious"
-3.09044451414973,0.11186071614183,"deleterious"
-3.08026588029827,0.109275851060136,"deleterious"
-3.07008724644681,0.106719136623695,"deleterious"
-3.05990861259534,0.104183764759626,"deleterious"
-3.04972997874388,0.101669170444273,"deleterious"
-3.03955134489242,0.0991882046682891,"deleterious"
-3.02937271104095,0.0967189673436881,"deleterious"
-3.01919407718949,0.0942969458305171,"deleterious"
-3.00901544333803,0.0918868641519483,"deleterious"
-2.99883680948656,0.0895171503853533,"deleterious"
-2.9886581756351,0.0871713628215429,"deleterious"
-2.97847954178364,0.0848553488840778,"deleterious"
-2.96830090793217,0.0825774340134731,"deleterious"
-2.95812227408071,0.0803174261779603,"deleterious"
-2.94794364022925,0.0781105504580719,"deleterious"
-2.93776500637778,0.075917576532459,"deleterious"
-2.92758637252632,0.0737755260006707,"deleterious"
-2.91740773867486,0.0716571017586463,"deleterious"
-2.90722910482339,0.0695765137123335,"deleterious"
-2.89705047097193,0.0675348023478948,"deleterious"
-2.88687183712047,0.0655170084016174,"deleterious"
-2.876693203269,0.0635537616596518,"deleterious"
-2.86651456941754,0.0616055853869281,"deleterious"
-2.85633593556608,0.059716418331644,"deleterious"
-2.84615730171461,0.0578483807821903,"deleterious"
-2.83597866786315,0.0560245797532829,"deleterious"
-2.82580003401169,0.0542374738110719,"deleterious"
-2.81562140016022,0.052479439199148,"deleterious"
-2.80544276630876,0.0507736811770389,"deleterious"
-2.7952641324573,0.0490834016538634,"deleterious"
-2.78508549860583,0.0474572412661755,"deleterious"
-2.77490686475437,0.0458483004917832,"deleterious"
-2.76472823090291,0.0442878396702014,"deleterious"
-2.75454959705144,0.042759812997611,"deleterious"
-2.74437096319998,0.0412646372388475,"deleterious"
-2.73419232934852,0.0398167845915833,"deleterious"
-2.72401369549705,0.0383863003192368,"deleterious"
-2.71383506164559,0.0370175871748821,"deleterious"
-2.70365642779413,0.0356636946731134,"deleterious"
-2.69347779394266,0.0343601522560087,"deleterious"
-2.6832991600912,0.0330835983987225,"deleterious"
-2.67312052623974,0.0318420053154188,"deleterious"
-2.66294189238827,0.0306411398907227,"deleterious"
-2.65276325853681,0.0294603010623117,"deleterious"
-2.64258462468535,0.0283332591531153,"deleterious"
-2.63240599083388,0.0272199692948369,"deleterious"
-2.62222735698242,0.0261565849960127,"deleterious"
-2.61204872313096,0.0251143588003374,"deleterious"
-2.60187008927949,0.0241074710437283,"deleterious"
-2.59169145542803,0.0231340253933465,"deleterious"
-2.58151282157657,0.0221820314546343,"deleterious"
-2.5713341877251,0.0212749506957033,"deleterious"
-2.56115555387364,0.0203802247280542,"deleterious"
-2.55097692002218,0.0195329347515019,"deleterious"
-2.54079828617071,0.0187012185906261,"deleterious"
-2.53061965231925,0.0179036296573837,"deleterious"
-2.52044101846779,0.0171322815663857,"deleterious"
-2.51026238461632,0.0163825719920481,"deleterious"
-2.50008375076486,0.0156688934594864,"deleterious"
-2.4899051169134,0.0149659860561059,"deleterious"
-2.47972648306193,0.0143064692090564,"deleterious"
-2.46954784921047,0.0136576170334294,"deleterious"
-2.45936921535901,0.0130403872319482,"deleterious"
-2.44919058150754,0.0124428341993474,"deleterious"
-2.43901194765608,0.0118660159968994,"deleterious"
-2.42883331380462,0.0113170123620668,"deleterious"
-2.41865467995315,0.0107787387378599,"deleterious"
-2.40847604610169,0.0102755563322737,"deleterious"
-2.39829741225023,0.00978063707391765,"deleterious"
-2.38811877839876,0.00931392236068731,"deleterious"
-2.3779401445473,0.00886128588038165,"deleterious"
-2.36776151069584,0.00842763758667885,"deleterious"
-2.35758287684437,0.00801466347062683,"deleterious"
-2.34740424299291,0.00761231749198723,"deleterious"
-2.33722560914145,0.00723644924124873,"deleterious"
-2.32704697528998,0.00686730512140625,"deleterious"
-2.31686834143852,0.00652243549386608,"deleterious"
-2.30668970758706,0.00618714273819381,"deleterious"
-2.29651107373559,0.00586853965296127,"deleterious"
-2.28633243988413,0.00556473143189287,"deleterious"
-2.27615380603267,0.00527081462639141,"deleterious"
-2.2659751721812,0.00499621402348777,"deleterious"
-2.25579653832974,0.00472694835265025,"deleterious"
-2.24561790447828,0.00447788208292555,"deleterious"
-2.23543927062681,0.00423496936692219,"deleterious"
-2.22526063677535,0.00400618169176693,"deleterious"
-2.21508200292389,0.0037875793016134,"deleterious"
-2.20490336907242,0.00357771766598402,"deleterious"
-2.19472473522096,0.00338148449617084,"deleterious"
-2.1845461013695,0.00318938076540269,"deleterious"
-2.17436746751803,0.0030135539030851,"deleterious"
-2.16418883366657,0.00284141710762796,"deleterious"
-2.15401019981511,0.00268081970478133,"deleterious"
-2.14383156596364,0.00252695655489436,"deleterious"
-2.13365293211218,0.00238047679372025,"deleterious"
-2.12347429826072,0.0022432958057344,"deleterious"
-2.11329566440925,0.00210988122826496,"deleterious"
-2.10311703055779,0.00198789119661795,"deleterious"
-2.09293839670633,0.00186856471702901,"deleterious"
-2.08275976285486,0.00175835568505333,"deleterious"
-2.0725811290034,0.00165241064120624,"deleterious"
